date,registration,cause
"Apr 7, 1969",43-49540,Unknown
"Apr 1, 1969",MM133073,Unknown
"Mar 30, 1969",5N-ABM,Unknown
"Mar 28, 1969",OO-SBH,Unknown
"Mar 16, 1969",420,Unknown
"Mar 15, 1969",,Unknown
"Mar 8, 1969",N3821,Unknown
"Mar 1, 1969",140964,Unknown
"Feb 21, 1969",IJ820,Unknown
"Feb 16, 1969",1592,Unknown
"Feb 15, 1969",B-241,Unknown
"Feb 14, 1969",71-1134,Unknown
"Feb 12, 1969",14+05,Unknown
"Feb 12, 1969",XW-PCE,Unknown
"Feb 7, 1969",,Unknown
"Feb 6, 1969",172/F-UHTB,Unknown
"Feb 6, 1969",57-6531,Unknown
"Feb 4, 1969",YU-ADL,Unknown
"Feb 3, 1969",XA-TED,Unknown
"Feb 1, 1969",CP-745,Unknown
"Jan 31, 1969",LQ-FZC,Unknown
"Jan 28, 1969",7022,Unknown
"Jan 24, 1969",67-21476,Unknown
"Jan 17, 1969",HK-1259,Unknown
"Jan 17, 1969",60-5434,Unknown
"Jan 16, 1969",949,Unknown
"Jan 15, 1969",YA-AAB,Unknown
"Jan 13, 1969",N584JA,Unknown
"Jan 11, 1969",PP-SPR,Unknown
"Jan 6, 1969",,Unknown
"Jan 4, 1969",ZK-CLP,Unknown
"Jan 3, 1969",140160,Unknown
"Jan 1, 1969",454,Unknown
"Dec 31, 1968",XA-SAE,Unknown
"Dec 31, 1968",CF-FHQ,Unknown
"Dec 31, 1968",HK-682,Unknown
"Dec 31, 1968",CF-MPN,Unknown
"Dec 26, 1968",,Unknown
"Dec 26, 1968",2013,Unknown
"Dec 20, 1968",BHB-1534,Unknown
"Dec 15, 1968",CCCP-04214,Unknown
"Dec 7, 1968",VR-BCY,Unknown
"Dec 6, 1968",N7154,Unknown
"Dec 5, 1968",640,Unknown
"Dec 3, 1968",55-0115,Unknown
"Nov 29, 1968",LV-GHX,Unknown
"Nov 27, 1968",N193X,Unknown
"Nov 25, 1968",7P-FDG,Unknown
"Nov 23, 1968",HK-248,Unknown
"Nov 18, 1968",55-0103,Unknown
"Nov 15, 1968",136764,Unknown
"Nov 11, 1968",CP-791,Unknown
"Nov 9, 1968",HK-1079,Unknown
"Nov 7, 1968",LV-ISW,Unknown
"Nov 7, 1968",TC-55,Unknown
"Nov 7, 1968",,Unknown
"Oct 31, 1968",5143,Unknown
"Oct 25, 1968",42-24304,Unknown
"Oct 23, 1968",N303D,Unknown
"Oct 19, 1968",17949,Unknown
"Oct 18, 1968",ZK-CLV,Unknown
"Oct 17, 1968",PP-PCW,Unknown
"Oct 8, 1968",TI-1063C,Unknown
"Oct 6, 1968",A4-147,Unknown
"Sep 29, 1968",N325,Unknown
"Sep 21, 1968",135/F-TEBC,Unknown
"Sep 19, 1968",,Unknown
"Sep 18, 1968",HC-AMC,Unknown
"Sep 6, 1968",CF-RNP,Unknown
"Sep 4, 1968",LN-NPH,Unknown
"Sep 2, 1968",CF-EYV,Unknown
"Aug 29, 1968",53-3243,Unknown
"Aug 23, 1968",CP-760,Unknown
"Aug 18, 1968",SU-AOL,Unknown
"Aug 9, 1968",,Unknown
"Jul 18, 1968",CC-CDI,Unknown
"Jul 15, 1968",PP-VBJ,Unknown
"Jul 14, 1968",D-IBEM,Unknown
"Jul 13, 1968",817,Unknown
"Jul 1, 1968",5T-TAG,Unknown
"Jun 26, 1968",54-0595,Unknown
"Jun 17, 1968",N4955T,Unknown
"Jun 10, 1968",WL677,Unknown
"Jun 8, 1968",4613,Unknown
"May 28, 1968",636,Unknown
"May 25, 1968",,Unknown
"May 18, 1968",5R-MAN,Unknown
"May 11, 1968",,Unknown
"May 9, 1968",PI-C873,Unknown
"Apr 28, 1968",N968Q,Unknown
"Apr 27, 1968",N13066,Unknown
"Apr 20, 1968",N408EE,Unknown
"Apr 10, 1968",XA-GEV,Unknown
"Apr 8, 1968",,Unknown
"Apr 3, 1968",145900,Unknown
"Mar 31, 1968",,Unknown
"Mar 24, 1968",EI-AOM,Unknown
"Mar 22, 1968",607,Unknown
"Mar 19, 1968",ZK-CFP,Unknown
"Mar 8, 1968",N999NJ,Unknown
"Mar 6, 1968",51-5198,Unknown
"Mar 4, 1968",FAC-2515,Unknown
"Feb 29, 1968",57-0173,Unknown
"Feb 26, 1968",VP-FAN,Unknown
"Feb 24, 1968",CCCP-75560,Unknown
"Feb 19, 1968",,Unknown
"Feb 6, 1968",HK-1101-G,Unknown
"Jan 21, 1968",5T-TAC,Unknown
"Jan 20, 1968",2026,Unknown
"Jan 17, 1968",5N-AAL,Unknown
"Jan 16, 1968",CA+102,Unknown
"Jan 16, 1968",146054,Unknown
"Jan 7, 1968",3674,Unknown
"Jan 6, 1968",CCCP-47733,Unknown
"Jan 4, 1968",48,Unknown
"Dec 31, 1967",369,Unknown
"Dec 29, 1967",64-0547,Unknown
"Dec 22, 1967",,Unknown
"Dec 21, 1967",N30W,Unknown
"Dec 17, 1967",LN-VID,Unknown
"Dec 13, 1967",XW-PCK,Unknown
"Dec 7, 1967",37/F-RABZ,Unknown
"Dec 7, 1967",XW-PFM,Unknown
"Dec 4, 1967",D-IBUH,Unknown
"Dec 3, 1967",148350,Unknown
"Nov 22, 1967",CP-691,Unknown
"Nov 22, 1967",57-6119,Unknown
"Nov 21, 1967",CP-826,Unknown
"Nov 20, 1967",150602,Unknown
"Nov 17, 1967",B-931,Unknown
"Nov 15, 1967",VP-WAM,Unknown
"Nov 14, 1967",74,Unknown
"Nov 10, 1967",CF-WAL,Unknown
"Nov 8, 1967",F-ZBAQ,Unknown
"Nov 4, 1967",N2677B,Unknown
"Oct 24, 1967",B-1541,Unknown
"Oct 20, 1967",,Unknown
"Oct 14, 1967",PP-VBH,Unknown
"Oct 14, 1967",PI-C648,Unknown
"Oct 10, 1967",YU-BCD,Unknown
"Oct 9, 1967",58,Unknown
"Sep 27, 1967",147946,Unknown
"Sep 1, 1967",44-77552,Unknown
"Aug 31, 1967",171,Unknown
"Aug 30, 1967",A4-171,Unknown
"Aug 27, 1967",D-ILGO,Unknown
"Aug 21, 1967",B-1523,Unknown
"Aug 17, 1967",CP-640,Unknown
"Aug 3, 1967",95,Unknown
"Jul 31, 1967",5U-MAE,Unknown
"Jul 5, 1967",51-1125,Unknown
"Jun 30, 1967",TJ-ABJ,Unknown
"Jun 29, 1967",XA-NAH,Unknown
"Jun 27, 1967",120/F-MAFY,Unknown
"Jun 24, 1967",50-0086,Unknown
"Jun 22, 1967",63-7801,Unknown
"Jun 17, 1967",60-0293,Unknown
"Jun 15, 1967",7237,Unknown
"Jun 12, 1967",N7266C,Unknown
"Jun 11, 1967",CCCP-49345,Unknown
"Jun 11, 1967",HZ-AAJ,Unknown
"Jun 6, 1967",394,Unknown
"Jun 3, 1967",CP-769,Unknown
"May 23, 1967",PI-C854,Unknown
"May 17, 1967",XC-BII,Unknown
"May 17, 1967",9M-ANC,Unknown
"May 14, 1967",N739R,Unknown
"May 11, 1967",MM133188,Unknown
"May 8, 1967",55-4541,Unknown
"May 7, 1967",G-AJKW,Unknown
"May 2, 1967",FAS301,Unknown
"May 2, 1967",CP-712,Unknown
"Apr 30, 1967",9N-AAN,Unknown
"Apr 28, 1967",151365,Unknown
"Apr 26, 1967",HK-326,Unknown
"Apr 26, 1967",43-48921,Unknown
"Apr 14, 1967",PZ-TAT,Unknown
"Apr 14, 1967",7006,Unknown
"Apr 13, 1967",CP-767,Unknown
"Apr 6, 1967",CCCP-75563,Unknown
"Apr 4, 1967",N9180X,Unknown
"Apr 2, 1967",N706G,Unknown
"Mar 15, 1967",422,Unknown
"Mar 13, 1967",147565,Unknown
"Mar 12, 1967",XW-PDB,Unknown
"Mar 10, 1967",99844,Unknown
"Mar 10, 1967",42-72561,Unknown
"Mar 5, 1967",1240,Unknown
"Mar 5, 1967",9M-ANO,Unknown
"Mar 4, 1967",HK-758,Unknown
"Feb 26, 1967",CC-CLB,Unknown
"Feb 23, 1967",D-IHAK,Unknown
"Feb 23, 1967",TF-ISA,Unknown
"Feb 19, 1967",147955,Unknown
"Feb 18, 1967",2787,Unknown
"Feb 18, 1967",44-76542,Unknown
"Feb 16, 1967",D-ILNU,Unknown
"Feb 16, 1967",1549,Unknown
"Feb 13, 1967",OY-AOT,Unknown
"Feb 13, 1967",BHB-1520,Unknown
"Feb 8, 1967",1271,Unknown
"Feb 3, 1967",CC-CDH,Unknown
"Jan 30, 1967",9M-AMU,Unknown
"Jan 27, 1967",2331,Unknown
"Jan 26, 1967",2789,Unknown
"Jan 24, 1967",AP-AOQ,Unknown
"Jan 21, 1967",TJ-ACC,Unknown
"Jan 21, 1967",XW-PCC,Unknown
"Jan 12, 1967",M21-02,Unknown
"Jan 11, 1967",N122E,Unknown
"Jan 8, 1967",131495,Unknown
"Jan 4, 1967",,Unknown
"Jan 4, 1967",56-4372,Unknown
"Jan 1, 1967",,Unknown
"Dec 31, 1966",YU-BBJ,Unknown
"Dec 28, 1966",,Unknown
"Dec 20, 1966",N2222B,Unknown
"Dec 12, 1966",LN-BFP,Unknown
"Dec 9, 1966",PK-NPX,Unknown
"Dec 7, 1966",CF-RZG,Unknown
"Nov 30, 1966",OB-R-568,Unknown
"Nov 29, 1966",T-66,Unknown
"Nov 26, 1966",FAC-621,Unknown
"Nov 24, 1966",N6402C,Unknown
"Nov 20, 1966",62-4167,Unknown
"Nov 18, 1966",58-0228,Unknown
"Nov 15, 1966",54-1723,Unknown
"Nov 9, 1966",VQ-FAX,Unknown
"Oct 31, 1966",PP-SRM,Unknown
"Oct 26, 1966",9M-ANK,Unknown
"Oct 25, 1966",61-0955,Unknown
"Oct 19, 1966",PP-PEC,Unknown
"Sep 26, 1966",VH-GSE,Unknown
"Sep 19, 1966",EL-AFO,Unknown
"Sep 15, 1966",CP-786,Unknown
"Sep 6, 1966",63-7878,Unknown
"Aug 29, 1966",43-6014,Unknown
"Aug 29, 1966",CU-T875,Unknown
"Aug 27, 1966",2037,Unknown
"Aug 26, 1966",195,Unknown
"Aug 25, 1966",4611,Unknown
"Aug 21, 1966",N88820,Unknown
"Aug 11, 1966",YR-TAN,Unknown
"Jul 25, 1966",17211,Unknown
"Jul 15, 1966",24142,Unknown
"Jul 4, 1966",152172,Unknown
"Jul 4, 1966",TAM-07,Unknown
"Jun 30, 1966",54-0644,Unknown
"Jun 25, 1966",XY-ADL,Unknown
"Jun 23, 1966",PP-YPK,Unknown
"Jun 20, 1966",CF-FBJ,Unknown
"Jun 15, 1966",812,Unknown
"Jun 13, 1966",CCCP-45017,Unknown
"Jun 6, 1966",N86523,Unknown
"Jun 3, 1966",43-48925,Unknown
"May 31, 1966",64-0511,Unknown
"May 29, 1966",XW-PCQ,Unknown
"May 21, 1966",N91296,Unknown
"May 12, 1966",4610,Unknown
"May 6, 1966",,Unknown
"Apr 23, 1966",9302,Unknown
"Apr 21, 1966",ZK-CAZ,Unknown
"Apr 20, 1966",PP-VAY,Unknown
"Apr 17, 1966",51-8019,Unknown
"Apr 17, 1966",N8744R,Unknown
"Apr 16, 1966",YU-ABG,Unknown
"Apr 5, 1966",D-INKA,Unknown
"Apr 5, 1966",N92877,Unknown
"Apr 3, 1966",XC-DAH,Unknown
"Mar 28, 1966",,Unknown
"Mar 20, 1966",N1245N,Unknown
"Mar 10, 1966",2842,Unknown
"Mar 9, 1966",1488,Unknown
"Mar 8, 1966",PK-NPY,Unknown
"Mar 4, 1966",CP-650,Unknown
"Mar 2, 1966",CCCP-79860,Unknown
"Mar 1, 1966",HC-AIP,Unknown
"Feb 23, 1966",OB-R-606,Unknown
"Feb 22, 1966",XA-LOS,Unknown
"Feb 15, 1966",18152,Unknown
"Feb 12, 1966",52-0980,Unknown
"Feb 6, 1966",N9385R,Unknown
"Feb 4, 1966",JA8302,Unknown
"Feb 2, 1966",SU-AOB,Unknown
"Feb 2, 1966",50832,Unknown
"Jan 25, 1966",ZK-BIJ,Unknown
"Jan 25, 1966",268/F-TEKI,Unknown
"Jan 23, 1966",,Unknown
"Jan 22, 1966",N4662,Unknown
"Jan 21, 1966",149252,Unknown
"Jan 20, 1966",TL-KAA,Unknown
"Jan 18, 1966",TF-AIS,Unknown
"Jan 9, 1966",61-0970,Unknown
"Jan 6, 1966",5212,Unknown
"Dec 31, 1965",62-4152,Unknown
"Dec 31, 1965",PK-GBB,Unknown
"Dec 24, 1965",45-1120,Unknown
"Dec 14, 1965",VH-PNF,Unknown
"Dec 12, 1965",56-0515,Unknown
"Dec 10, 1965",,Unknown
"Dec 7, 1965",EC-ARZ,Unknown
"Dec 7, 1965",LV-HIJ,Unknown
"Dec 5, 1965",B-040,Unknown
"Nov 18, 1965",538,Unknown
"Nov 12, 1965",XB-PEX,Unknown
"Nov 12, 1965",T.3-39,Unknown
"Nov 11, 1965",ZK-CLJ,Unknown
"Nov 7, 1965",2-P-107,Unknown
"Nov 6, 1965",H-60,Unknown
"Nov 4, 1965",CP-686,Unknown
"Nov 4, 1965",HK-811,Unknown
"Nov 2, 1965",316410/F-SCJA,Unknown
"Oct 30, 1965",ZK-BID,Unknown
"Oct 30, 1965",56-4381,Unknown
"Oct 29, 1965",CP-645,Unknown
"Oct 25, 1965",VH-BIF,Unknown
"Oct 23, 1965",PP-BTI,Unknown
"Oct 22, 1965",OY-ADN,Unknown
"Oct 22, 1965",CP-19,Unknown
"Oct 17, 1965",HK-118,Unknown
"Oct 11, 1965",CF-OBF,Unknown
"Oct 8, 1965",AP-ATT,Unknown
"Oct 6, 1965",3B-GE,Unknown
"Oct 3, 1965",N5003X,Unknown
"Sep 28, 1965",5155,Unknown
"Sep 27, 1965",N9574Z,Unknown
"Sep 25, 1965",,Unknown
"Sep 24, 1965",MM136742,Unknown
"Sep 18, 1965",5140,Unknown
"Sep 15, 1965",N8063H,Unknown
"Sep 14, 1965",ET-ABI,Unknown
"Sep 12, 1965",136784,Unknown
"Sep 6, 1965",42-92916,Unknown
"Aug 28, 1965",,Unknown
"Aug 26, 1965",,Unknown
"Aug 26, 1965",,Unknown
"Aug 20, 1965",HB-FAP,Unknown
"Aug 20, 1965",PP-CFD,Unknown
"Aug 18, 1965",12648,Unknown
"Aug 16, 1965",N7036U,Unknown
"Aug 16, 1965",E-228,Unknown
"Jul 22, 1965",,Unknown
"Jul 20, 1965",G-AMOL,Unknown
"Jul 17, 1965",4614,Unknown
"Jul 6, 1965",6V-AAA,Unknown
"Jul 3, 1965",51-058,Unknown
"Jun 29, 1965",HK-537,Unknown
"Jun 23, 1965",PZ-TAR,Unknown
"Jun 23, 1965",CF-OFJ,Unknown
"Jun 18, 1965",51-5287,Unknown
"Jun 15, 1965",152,Unknown
"Jun 14, 1965",PT-BIS,Unknown
"Jun 11, 1965",7T-VAC,Unknown
"Jun 8, 1965",T.2B-229,Unknown
"Jun 8, 1965",T.2B-230,Unknown
"Jun 5, 1965",ZK-BIU,Unknown
"Jun 5, 1965",51-2680,Unknown
"May 19, 1965",YV-C-LBO,Unknown
"May 16, 1965",62-4164,Unknown
"May 3, 1965",190/F-RABV,Unknown
"Apr 29, 1965",148147,Unknown
"Apr 13, 1965",HJ218,Unknown
"Apr 9, 1965",847,Unknown
"Apr 5, 1965",IM1727,Unknown
"Apr 3, 1965",CF-FAJ,Unknown
"Mar 31, 1965",EC-ATH,Unknown
"Mar 26, 1965",AP-AAH,Unknown
"Mar 24, 1965",PP-BTP,Unknown
"Mar 23, 1965",20727,Unknown
"Mar 11, 1965",HK-153,Unknown
"Mar 6, 1965",A4-202,Unknown
"Mar 5, 1965",1264,Unknown
"Mar 3, 1965",PP-SRQ,Unknown
"Feb 26, 1965",63-8882,Unknown
"Feb 25, 1965",ZK-CFL,Unknown
"Feb 25, 1965",CCCP-06156,Unknown
"Feb 21, 1965",CP-742,Unknown
"Feb 20, 1965",YU-ACB,Unknown
"Feb 15, 1965",PR-1,Unknown
"Feb 15, 1965",EP-AHC,Unknown
"Feb 10, 1965",075,Unknown
"Feb 7, 1965",CP-580,Unknown
"Feb 3, 1965",ZK-CFS,Unknown
"Feb 3, 1965",F-OAFI,Unknown
"Jan 26, 1965",HK-367,Unknown
"Jan 22, 1965",52-1058,Unknown
"Jan 22, 1965",PP-PEE,Unknown
"Jan 15, 1965",PP-SPU,Unknown
"Jan 14, 1965",CBK-04,Unknown
"Jan 11, 1965",54-0140,Unknown
"Dec 31, 1964",491,Unknown
"Dec 31, 1964",D-IBOR,Unknown
"Dec 31, 1964",XB-FIP,Unknown
"Dec 29, 1964",,Unknown
"Dec 28, 1964",VP-FAJ,Unknown
"Dec 28, 1964",,Unknown
"Dec 24, 1964",N6915C,Unknown
"Dec 24, 1964",OB-R-654,Unknown
"Dec 24, 1964",03/F-SDIA,Unknown
"Dec 18, 1964",,Unknown
"Dec 16, 1964",CP-762,Unknown
"Dec 11, 1964",,Unknown
"Dec 9, 1964",E-231,Unknown
"Dec 4, 1964",BHB-1502,Unknown
"Nov 30, 1964",51-1107,Unknown
"Nov 28, 1964",ZS-CYW,Unknown
"Nov 24, 1964",GB+104,Unknown
"Nov 24, 1964",CC-CIB,Unknown
"Nov 24, 1964",135610,Unknown
"Nov 18, 1964",A4-185,Unknown
"Nov 12, 1964",N171Q,Unknown
"Nov 10, 1964",55-0108,Unknown
"Nov 9, 1964",HK-400,Unknown
"Nov 7, 1964",N24127,Unknown
"Nov 5, 1964",,Unknown
"Nov 4, 1964",ZK-BIC,Unknown
"Nov 3, 1964",131625,Unknown
"Oct 30, 1964",CP-741,Unknown
"Oct 16, 1964",T-1202,Unknown
"Oct 13, 1964",D-ICTF,Unknown
"Oct 2, 1964",YK-ADA,Unknown
"Sep 16, 1964",CF-MLC,Unknown
"Sep 8, 1964",131513,Unknown
"Sep 3, 1964",T-1307,Unknown
"Sep 3, 1964",LV-GLI,Unknown
"Aug 25, 1964",4604,Unknown
"Aug 21, 1964",51-1121,Unknown
"Aug 20, 1964",57-6117,Unknown
"Aug 18, 1964",HK-240,Unknown
"Aug 18, 1964",LN-BFU,Unknown
"Aug 14, 1964",62-4151,Unknown
"Aug 2, 1964",416,Unknown
"Jul 27, 1964",6340,Unknown
"Jul 27, 1964",6331,Unknown
"Jul 27, 1964",6008,Unknown
"Jul 26, 1964",DM-SKS,Unknown
"Jul 22, 1964",145922,Unknown
"Jul 14, 1964",2881,Unknown
"Jul 9, 1964",VH-AVR,Unknown
"Jul 8, 1964",T-25,Unknown
"Jul 4, 1964",JA3043,Unknown
"Jul 1, 1964",A4-134,Unknown
"Jun 28, 1964",N8037E,Unknown
"Jun 25, 1964",T-30,Unknown
"Jun 13, 1964",YR-DAC,Unknown
"Jun 13, 1964",HZ-AAN,Unknown
"Jun 11, 1964",54-4037,Unknown
"Jun 9, 1964",N264X,Unknown
"Jun 9, 1964",CCCP-42476,Unknown
"Jun 6, 1964",CP-729,Unknown
"May 29, 1964",CP-717,Unknown
"May 15, 1964",17105,Unknown
"May 11, 1964",131481,Unknown
"May 7, 1964",ZK-BWC,Unknown
"May 6, 1964",,Unknown
"May 4, 1964",EP-ADI,Unknown
"Apr 29, 1964",4X-FAD/044,Unknown
"Apr 28, 1964",ZK-BXP,Unknown
"Apr 24, 1964",N68N,Unknown
"Apr 22, 1964",ZK-BAU,Unknown
"Apr 20, 1964",MM52-6036,Unknown
"Apr 20, 1964",FAC-685,Unknown
"Apr 18, 1964",,Unknown
"Apr 18, 1964",,Unknown
"Apr 12, 1964",VR-AAM,Unknown
"Apr 9, 1964",CF-HZR,Unknown
"Mar 19, 1964",CF-DFV,Unknown
"Mar 17, 1964",T.3-1,Unknown
"Mar 6, 1964",N5225V,Unknown
"Mar 5, 1964",LN-PAS,Unknown
"Feb 18, 1964",,Unknown
"Feb 15, 1964",N3823C,Unknown
"Feb 8, 1964",S-4,Unknown
"Feb 8, 1964",CP-575,Unknown
"Feb 6, 1964",,Unknown
"Feb 6, 1964",PT-ATP,Unknown
"Feb 4, 1964",CP-568,Unknown
"Jan 29, 1964",6508,Unknown
"Jan 13, 1964",SE-CFF,Unknown
"Jan 4, 1964",HK-956,Unknown
"Jan 4, 1964",PP-FCV,Unknown
"Jan 2, 1964",52-0968,Unknown
"Dec 31, 1963",YA-AAA,Unknown
"Dec 31, 1963",XA-NEI,Unknown
"Dec 30, 1963",9697,Unknown
"Dec 29, 1963",XP776,Unknown
"Dec 27, 1963",B-815,Unknown
"Dec 19, 1963",,Unknown
"Dec 18, 1963",CP-694,Unknown
"Dec 17, 1963",TG610,Unknown
"Dec 16, 1963",CCCP-16181,Unknown
"Dec 16, 1963",SP-LBG,Unknown
"Dec 9, 1963",N5160V,Unknown
"Nov 25, 1963",151/TJ-XAE,Unknown
"Nov 22, 1963",,Unknown
"Nov 15, 1963",ETM-6010,Unknown
"Nov 8, 1963",4612,Unknown
"Nov 2, 1963",N177A,Unknown
"Oct 29, 1963",JA5024,Unknown
"Oct 24, 1963",248,Unknown
"Oct 11, 1963",ZS-DJT,Unknown
"Sep 28, 1963",55-4513,Unknown
"Sep 22, 1963",56-2002,Unknown
"Sep 20, 1963",PK-GTB,Unknown
"Sep 18, 1963",069,Unknown
"Sep 11, 1963",VT-DIO,Unknown
"Sep 10, 1963",PK-GBC,Unknown
"Sep 6, 1963",PP-PDU,Unknown
"Sep 2, 1963",,Unknown
"Aug 29, 1963",7008,Unknown
"Aug 17, 1963",JA6155,Unknown
"Aug 15, 1963",60-5440,Unknown
"Aug 4, 1963",,Unknown
"Aug 4, 1963",MT-105,Unknown
"Jul 31, 1963",141329,Unknown
"Jul 16, 1963",BL734,Unknown
"Jul 15, 1963",5R-MAJ,Unknown
"Jul 13, 1963",CF-MPO,Unknown
"Jun 21, 1963",PP-NBP,Unknown
"Jun 21, 1963",57-1498,Unknown
"Jun 16, 1963",953,Unknown
"Jun 16, 1963",YR-ILL,Unknown
"Jun 10, 1963",XY-ACS,Unknown
"May 28, 1963",3B-GA,Unknown
"May 22, 1963",F-OAVR,Unknown
"May 14, 1963",PK-GTC,Unknown
"May 10, 1963",JA5040,Unknown
"May 7, 1963",61-0644,Unknown
"May 5, 1963",PP-BTR,Unknown
"May 2, 1963",CP-588,Unknown
"May 1, 1963",JA3115,Unknown
"Apr 30, 1963",JA5039,Unknown
"Apr 18, 1963",XL994,Unknown
"Apr 10, 1963",59-0523,Unknown
"Apr 7, 1963",YK-AEB,Unknown
"Mar 30, 1963",MM52-6005,Unknown
"Mar 18, 1963",PT-BAY,Unknown
"Mar 18, 1963",152,Unknown
"Mar 13, 1963",XM290,Unknown
"Mar 4, 1963",N16067,Unknown
"Feb 23, 1963",CP-624,Unknown
"Feb 18, 1963",JA5003,Unknown
"Jan 11, 1963",F-BAZM,Unknown
"Jan 1, 1963",,Unknown
"Dec 31, 1962",9Q-CJE,Unknown
"Dec 26, 1962",127712,Unknown
"Dec 6, 1962",CP-695,Unknown
"Dec 4, 1962",54-4066,Unknown
"Nov 29, 1962",CCCP-75843,Unknown
"Nov 23, 1962",HA-MOD,Unknown
"Nov 7, 1962",59-5961,Unknown
"Nov 2, 1962",YV-C-LBH,Unknown
"Oct 30, 1962",2926,Unknown
"Oct 29, 1962",N51702,Unknown
"Oct 26, 1962",20/F-RABQ,Unknown
"Oct 23, 1962",PI-C485,Unknown
"Oct 13, 1962",D-ENLI,Unknown
"Sep 21, 1962",VT-DGX,Unknown
"Aug 31, 1962",,Unknown
"Aug 31, 1962",54-4057,Unknown
"Aug 26, 1962",9N-AAF,Unknown
"Aug 24, 1962",OB-PBN-659,Unknown
"Aug 21, 1962",CP-536,Unknown
"Aug 17, 1962",PK-GCE,Unknown
"Jul 29, 1962",YR-AND,Unknown
"Jul 26, 1962",7501,Unknown
"Jul 26, 1962",S4414,Unknown
"Jul 23, 1962",,Unknown
"Jul 1, 1962",UN-203,Unknown
"Jun 28, 1962",TC-EFE,Unknown
"Jun 17, 1962",,Unknown
"Jun 8, 1962",SE-CFB,Unknown
"May 27, 1962",57-1611,Unknown
"May 24, 1962",51-0147,Unknown
"May 21, 1962",HR-196P,Unknown
"May 15, 1962",SU-AJM,Unknown
"May 11, 1962",200,Unknown
"May 10, 1962",838,Unknown
"May 7, 1962",HJ245,Unknown
"Apr 26, 1962",E-216,Unknown
"Apr 19, 1962",22.F.2,Unknown
"Apr 18, 1962",794,Unknown
"Apr 14, 1962",ZK-BHD,Unknown
"Apr 10, 1962",T.3-26,Unknown
"Apr 9, 1962",YR-ANO,Unknown
"Apr 5, 1962",PK-GDM,Unknown
"Apr 5, 1962",TG-APA,Unknown
"Mar 27, 1962",CU-T819,Unknown
"Mar 20, 1962",ZK-BHB,Unknown
"Mar 8, 1962",55-0020,Unknown
"Mar 4, 1962",G-ARUD,Unknown
"Mar 3, 1962",PP-YQN,Unknown
"Mar 3, 1962",026,Unknown
"Feb 28, 1962",CF-DFU,Unknown
"Feb 27, 1962",PK-GCB,Unknown
"Feb 20, 1962",EP-AEI,Unknown
"Feb 12, 1962",ZK-AFB,Unknown
"Feb 11, 1962",43-15732,Unknown
"Feb 6, 1962",4621,Unknown
"Feb 2, 1962",56-4370,Unknown
"Jan 28, 1962",CX-AYI,Unknown
"Jan 16, 1962",CP-571,Unknown
"Jan 15, 1962",CF-IQF,Unknown
"Jan 13, 1962",ET-T-1,Unknown
"Jan 12, 1962",131521,Unknown
"Jan 11, 1962",150,Unknown
"Jan 8, 1962",51-0465,Unknown
"Dec 31, 1961",S4415,Unknown
"Dec 29, 1961",PK-GDZ,Unknown
"Dec 27, 1961",TG624,Unknown
"Dec 26, 1961",,Unknown
"Dec 16, 1961",N4871C,Unknown
"Dec 16, 1961",N16020,Unknown
"Dec 15, 1961",KA-3020,Unknown
"Dec 12, 1961",G-AKZB,Unknown
"Dec 3, 1961",43-48139,Unknown
"Dec 2, 1961",VH-SBS,Unknown
"Nov 14, 1961",N30061,Unknown
"Nov 11, 1961",HH-ABA,Unknown
"Oct 20, 1961",WR968,Unknown
"Oct 1, 1961",EC-AHK,Unknown
"Sep 26, 1961",18188,Unknown
"Sep 24, 1961",54-0672,Unknown
"Sep 17, 1961",CP-589,Unknown
"Aug 14, 1961",G-ALTR,Unknown
"Aug 9, 1961",D-IHEL,Unknown
"Jul 31, 1961",A65-106,Unknown
"Jul 20, 1961",XA-KIC,Unknown
"Jul 13, 1961",T-101,Unknown
"Jun 25, 1961",OO-MAP,Unknown
"Jun 23, 1961",CF-LYJ,Unknown
"Jun 22, 1961",G-ANYK,Unknown
"Jun 15, 1961",560,Unknown
"May 30, 1961",PH-DCL,Unknown
"May 27, 1961",59-1534,Unknown
"May 19, 1961",43-15277,Unknown
"May 19, 1961",N161N,Unknown
"May 7, 1961",,Unknown
"May 1, 1961",G-AGOJ,Unknown
"Apr 12, 1961",N541S,Unknown
"Apr 8, 1961",HK-489E,Unknown
"Mar 25, 1961",3,Unknown
"Mar 25, 1961",2055,Unknown
"Mar 22, 1961",AP-AAC,Unknown
"Mar 22, 1961",51-3842,Unknown
"Mar 14, 1961",2066,Unknown
"Mar 9, 1961",9N-AAG,Unknown
"Mar 4, 1961",PT-BJC,Unknown
"Mar 3, 1961",G-AEWZ,Unknown
"Mar 2, 1961",XL966,Unknown
"Feb 3, 1961",PK-GDY,Unknown
"Feb 2, 1961",MM52-6037,Unknown
"Jan 27, 1961",E-203,Unknown
"Jan 23, 1961",42-72566,Unknown
"Dec 31, 1960",N4276C,Unknown
"Dec 31, 1960",F-BGOL,Unknown
"Dec 31, 1960",N842,Unknown
"Dec 30, 1960",PH-UBW,Unknown
"Dec 21, 1960",128335,Unknown
"Dec 21, 1960",VR-OAC,Unknown
"Dec 15, 1960",VH-GSC,Unknown
"Dec 12, 1960",VH-INI,Unknown
"Dec 11, 1960",2401,Unknown
"Nov 15, 1960",141275,Unknown
