date,category,type,operator,yom,engine,engine_model,flight_phase,flight_type,site,location,country,region,latitude,longitude,aircraft_damage,occupants,fatalities,other_fatalities,cause
1977-12-22,Unknown,Rockwell Aero Commander 520,Private Canadian,1953,Unknown,Unknown,Flight,Private,"Plain, Valley","Chesire, Oregon",United States of America,North America,39.7837304,-100.445882,Unknown,7,7,0,Weather
1977-12-23,Accident,PZL-Mielec AN-2,Aeroflot - Russian International Airlines,1971,1 Piston engine,Unknown,Flight,Scheduled Revenue Flight,"Plain, Valley","Ekimchan, Amur oblast",Russia,Asia,53.068481,132.940369,Destroyed,0,0,0,Other causes
1977-12-23,Unknown,Cessna 207 Skywagon/Stationair,Iliamna Air Taxi,1974,Unknown,Unknown,Takeoff (climb),Scheduled Revenue Flight,"Plain, Valley","Iliamna, Alaska",United States of America,North America,59.800471,-154.88152494297444,Unknown,8,0,0,Human factor
1977-12-24,Unknown,Piper PA-31-310 Navajo,Valley Air Service,1968,Unknown,Unknown,Landing (descent or approach),Scheduled Revenue Flight,"Lake, Sea, Ocean, River","Willemstad-Hato, Dutch Antilles",Dutch Antilles,Central America,12.1845,-68.6607922625,Unknown,10,10,0,Unknown
1977-12-28,Accident,Grumman HU-16 (SA-16) Albatross,Brazilian Air Force - Força Aérea Brasileira (1941-),1951,Multi Piston Engines,Unknown,Takeoff (climb),Survey / Patrol / Reconnaissance,Airport (less than 10 km from airport),"Ponta Pelada AFB, Manaus, Amazonas",Brazil,South America,-3.1450556,-59.98561283693144,Destroyed,6,0,0,Technical failure
1977-12-29,Accident,Vickers Viscount,SAN Ecuador - Servicios Aéreos Nacionales,1956,Multi Turboprop Engines,Unknown,Landing (descent or approach),Scheduled Revenue Flight,Mountains,"Cuenca-Mariscal La Mar, Azuay",Ecuador,South America,-1.3397668,-79.3666965,Destroyed,24,24,0,Human factor
1977-12-31,Unknown,Douglas DC-7,Consolidated Air Services,1956,Unknown,Unknown,Unknown,Cargo,Unknown,"South Carolina, South Carolina",United States of America,North America,33.99287595,-81.02675376219187,Unknown,0,0,0,Unknown
1977-12-31,Unknown,Tupolev TU-124,Soviet Air Force - Voyenno-vozdushnye sily CCCP,1963,Unknown,Unknown,Landing (descent or approach),Military,Airport (less than 10 km from airport),"Voroshilovgrad, Luhansk Oblast",Ukraine,Europe,48.5717084,39.2973153,Unknown,0,0,0,Human factor
1977-12-31,Accident,Short SC.7 Skyvan Variant,Gifford Aviation,1968,Multi Turboprop Engines,Garrett TPE331-2-201A,Landing (descent or approach),Cargo,Airport (less than 10 km from airport),"Toksook Bay, Alaska",United States of America,North America,60.5311752,-165.1061256,Destroyed,2,0,0,Human factor
1978-01-01,Accident,Boeing 747-200,Air India,1971,Multi Jet Engines,P&W JT9D-7J,Takeoff (climb),Scheduled Revenue Flight,"Lake, Sea, Ocean, River","Mumbai-Chhatrapati Shivaji (Santa Cruz), Maharashtra",India,Asia,22.3511148,78.6677428,Destroyed,213,213,0,Human factor
1978-01-02,Accident,Douglas DC-3,Aero Virgin Islands,1940,Multi Piston Engines,Unknown,Flight,Scheduled Revenue Flight,"Lake, Sea, Ocean, River","Río Grande, All Puerto Rico",Puerto Rico,Central America,18.2247706,-66.4858295,Destroyed,5,0,0,Technical failure
1978-01-03,Unknown,Cessna 402,Märkische Luftfahrtgesellschaft,1969,Unknown,Unknown,Landing (descent or approach),Executive/Corporate/Business,Airport (less than 10 km from airport),"Leutkirch-Unterzeil, Baden-Württemberg",Germany,Europe,47.85778715,10.00984593408366,Unknown,5,4,0,Human factor
1978-01-03,Unknown,Cessna 421B Golden Eagle II,Fred Philp,1974,Unknown,Unknown,Landing (descent or approach),Private,Mountains,"Knoxville-McGee Tyson, Tennessee",United States of America,North America,39.7837304,-100.445882,Unknown,5,5,0,Human factor
1978-01-04,Accident,Howard Super Ventura (Howard 500),Lonnie Russell Leasing & Rental,1943,Multi Piston Engines,Unknown,Landing (descent or approach),Executive/Corporate/Business,Airport (less than 10 km from airport),"Key Largo-Ocean Reef, Florida",United States of America,North America,39.7837304,-100.445882,Destroyed,7,0,0,Other causes
1978-01-05,Unknown,Antonov AN-30,Soviet Air Force - Voyenno-vozdushnye sily CCCP,1959,Unknown,Unknown,Landing (descent or approach),Military,Airport (less than 10 km from airport),"Semipalatinsk, Pavlodar",Kazakhstan,Asia,50.1457054,78.19782377943108,Unknown,9,7,0,Human factor
1978-01-05,Unknown,Rockwell Aero Commander 500,Combs FreightAir,1963,Unknown,Unknown,Takeoff (climb),Cargo,"Plain, Valley","Miles City, Montana",United States of America,North America,46.4085273,-105.840981,Unknown,1,1,0,Human factor
1978-01-06,Accident,Fokker F27 Friendship,Air Zaïre,1969,Multi Turboprop Engines,Unknown,Takeoff (climb),Scheduled Revenue Flight,Airport (less than 10 km from airport),"Kisangani, Orientale",Democratic Republic of Congo,Africa,-15.4139213,28.289698,Destroyed,22,3,0,Unknown
1978-01-06,Unknown,Piper PA-31-350 Navajo Chieftain,United Brands,1976,Unknown,Unknown,Landing (descent or approach),Executive/Corporate/Business,Mountains,"Anniston, Alabama",United States of America,North America,33.6624824,-85.8283224,Unknown,1,1,0,Human factor
1978-01-09,Accident,Britten-Norman Trislander,Transportes Colombiana de Aviacion - TAVINA,1974,Multi Piston Engines,Unknown,Flight,Scheduled Revenue Flight,"Lake, Sea, Ocean, River","Ciénaga, Magdalena",Colombia,South America,11.0062433,-74.241022,Destroyed,18,0,0,Technical failure
1978-01-10,Unknown,Beechcraft 90 King Air,Mississippi Charter,1969,Unknown,Unknown,Landing (descent or approach),Executive/Corporate/Business,Airport (less than 10 km from airport),"Yazoo City, Mississippi",United States of America,North America,32.84569,-90.4146109,Unknown,5,5,0,Human factor
1978-01-14,Unknown,Grumman E-2C Hawkeye,United States Navy - USN,1959,Unknown,Unknown,Flight,Military,"Plain, Valley","Supply, North Carolina",United States of America,North America,34.0176717,-78.267499,Unknown,5,5,0,Unknown
1978-01-18,Accident,De Havilland DHC-6 Twin Otter,Frontier Airlines,1975,Multi Turboprop Engines,Pratt & Whitney Canada PT6A-27,Takeoff (climb),Training,Airport (less than 10 km from airport),"Pueblo, Colorado",United States of America,North America,38.263995,-104.6141867,Destroyed,3,3,0,Human factor
1978-01-19,Unknown,Mitsubishi MU-2 Marquise,Southwire Company,1970,Unknown,Unknown,Landing (descent or approach),Executive/Corporate/Business,Airport (less than 10 km from airport),"Hawesville-Hancock County-Ron Lewis Field, Kentucky",United States of America,North America,39.7837304,-100.445882,Unknown,7,0,0,Human factor
1978-01-20,Unknown,Beechcraft U-21 Ute,United States Army,1967,Unknown,Unknown,Landing (descent or approach),Military,Mountains,"Sinop, Black Sea Region (Karadeniz Bölgesi)",Turkey,Asia,41.6476377,34.9560137,Unknown,5,5,0,Human factor
1978-01-20,Accident,Shin Meiwa PS-1,Japan Maritime Self-Defense Force - Kaijō Jieitai,1959,Multi Turboprop Engines,Unknown,Landing (descent or approach),Survey / Patrol / Reconnaissance,"Lake, Sea, Ocean, River","Cape Ashizuri, Shikoku",Japan,Asia,36.5748441,139.2394179,Destroyed,0,0,0,Unknown
1978-01-20,Unknown,Pilatus PC-6 (Porter & Turbo Porter),Argentinian Navy - Armada Argentina,1971,Unknown,Unknown,Takeoff (climb),Military,"Plain, Valley","Los Chorrilos, Tierra del Fuego",Argentina,South America,-34.9964963,-64.9672817,Unknown,5,2,0,Unknown
1978-01-20,Accident,Britten-Norman Islander,Bush Air,1970,Multi Piston Engines,Unknown,Flight,Cargo,"Plain, Valley","Toksook Bay, Alaska",United States of America,North America,60.5311752,-165.1061256,Destroyed,1,1,0,Human factor
1978-01-22,Unknown,Rockwell Grand Commander 680,Private Australian,1959,Unknown,Unknown,Landing (descent or approach),Illegal (smuggling),Airport (less than 10 km from airport),"Katherine, Northern Territory",Australia,Oceania,-14.4646157,132.2635993,Unknown,2,0,0,Human factor
1978-01-24,Accident,Convair CV-440 Metropolitan,TAM Bolivia - Transporte Aéreo Militar Boliviano,1957,Multi Piston Engines,Unknown,Landing (descent or approach),Military,Airport (less than 10 km from airport),"San Ramón, Santa Cruz",Bolivia,South America,-16.6149333,-62.5004204,Destroyed,0,0,0,Technical failure
1978-01-24,Unknown,Piper PA-61 Aerostar (Ted Smith 601),Henry Weber Air,1976,Unknown,Unknown,Takeoff (climb),Charter/Taxi (Non Scheduled Revenue Flight),Airport (less than 10 km from airport),"DuBois-Jefferson County, Pennsylvania",United States of America,North America,41.1795228,-78.8986431,Unknown,2,2,0,Technical failure
1978-01-25,Unknown,Rockwell Shrike Commander 500,Argentinian Air Force - Fuerza Aérea Argentina,1968,Unknown,Unknown,Flight,Military,"Plain, Valley","Nueve de Julio, Corrientes",Argentina,South America,-28.8408048,-58.8300517,Unknown,2,2,0,Unknown
1978-01-28,Accident,Douglas DC-3,Sociedad Aérea del Caqueta - Sadelca Colombia,1946,Multi Piston Engines,Unknown,Landing (descent or approach),Scheduled Revenue Flight,Mountains,"San Vicente del Caguán, Caquetá",Colombia,South America,2.1131213,-74.7697347,Destroyed,12,12,0,Weather
1978-01-28,Unlawful Interference,Douglas DC-3,Air Tchad,1943,Multi Piston Engines,Pratt & Whitney R-1830-92,Landing (descent or approach),Cargo,Desert,"Zouar, Tibesti",Chad,Africa,20.454734,16.53365,Destroyed,2,2,0,"Terrorism act, hijacking, sabotage, any kind of hostile action"
1978-01-29,Unknown,Douglas DC-4,Chadian Air Force - Force Aérienne Tchadienne,1946,Unknown,Unknown,Flight,Military,Desert,"Faya-Largeau, Borkou",Chad,Africa,17.9209323,19.0953202,Unknown,5,0,0,"Terrorism act, hijacking, sabotage, any kind of hostile action"
1978-01-31,Accident,Embraer EMB-110 Bandeirante,Transportes Aéreos Regionais da Bacia Amazônica - TABA,1976,Multi Turboprop Engines,P&W Canada PT6A,Takeoff (climb),Scheduled Revenue Flight,Airport (less than 10 km from airport),"Eirunepé-Amaury Feitosa Tomaz, Amazonas",Brazil,South America,-10.3333333,-53.2,Destroyed,14,2,0,Unknown
1978-02-01,Accident,PZL-Mielec AN-2,Aeroflot - Russian International Airlines,1967,1 Piston engine,Unknown,Flight,Cargo,"Plain, Valley","Krasnoye, Vologda oblast",Russia,Asia,64.6863136,97.7453061,Destroyed,2,2,0,Human factor
1978-02-01,Unknown,Cessna 402,Dixie Air,1973,Unknown,Unknown,Landing (descent or approach),Private,Airport (less than 10 km from airport),"Tuscaloosa, Alabama",United States of America,North America,33.2095614,-87.5675258,Unknown,2,1,0,Human factor
1978-02-02,Unknown,Rockwell Shrike Commander 500,Argentinian Air Force - Fuerza Aérea Argentina,1968,Unknown,Unknown,Flight,Military,"Plain, Valley","Santa Rosa de Calamuchita, Córdoba",Argentina,South America,-32.0644855,-64.5396135,Unknown,4,4,0,Unknown
1978-02-02,Unknown,Pilatus PC-6 (Porter & Turbo Porter),Royal Thai Air Force - Kong Thap Akat Thai,1972,Unknown,Unknown,Flight,Military,"Lake, Sea, Ocean, River","Tambon Bothonglang, Prachuap Khiri Khan (ประจวบคีรีขันธ์)",Thailand,Asia,14.8971921,100.83273,Unknown,7,7,0,Unknown
1978-02-06,Unknown,Beechcraft 80 Queen Air,Transcommuter Airlines,1960,Unknown,Unknown,Landing (descent or approach),Scheduled Revenue Flight,Airport (less than 10 km from airport),"Tortola-Terrance B. Lettsome, All British Virgin Islands",British Virgin Islands,Central America,18.4024395,-64.5661642,Unknown,0,0,0,Unknown
1978-02-06,Unknown,Cessna 402,Klumb Lumber Company,1973,Unknown,Unknown,Landing (descent or approach),Private,Airport (less than 10 km from airport),"Greensboro, North Carolina",United States of America,North America,36.0726355,-79.7919754,Unknown,1,1,0,Human factor
1978-02-08,Accident,Douglas C-49 (DC-3),Aero Service Corporation - USA,1942,Multi Piston Engines,Unknown,Landing (descent or approach),Private,Airport (less than 10 km from airport),"Tamanrasset, Tamanrasset",Algeria,Africa,22.7859372,5.5291395,Destroyed,3,0,0,Human factor
1978-02-09,Unknown,Douglas A-26 Invader,Private American,1943,Unknown,Unknown,Landing (descent or approach),Ferry,Airport (less than 10 km from airport),"Chino, California",United States of America,North America,34.0133561,-117.690075,Unknown,2,0,0,Technical failure
1978-02-10,Unknown,Douglas C-47 Skytrain (DC-3),Transporte Aéreo Militar de Uruguay - TAMU,1943,Unknown,Unknown,Landing (descent or approach),Scheduled Revenue Flight,Airport (less than 10 km from airport),"Artigas, Artigas",Uruguay,South America,-30.3984136,-56.4638078,Unknown,44,44,0,Technical failure
1978-02-10,Accident,Beechcraft 99 Airliner,Columbia Pacific Airlines,1968,Multi Turboprop Engines,Pratt & Whitney Canada PT6A-20,Takeoff (climb),Scheduled Revenue Flight,Airport (less than 10 km from airport),"Richland, Washington",United States of America,North America,46.2804298,-119.275205,Destroyed,17,17,0,Human factor
1978-02-11,Unknown,Beechcraft D18,C & M Aircraft Parts & Salvage Company,1952,Unknown,Unknown,Flight,Illegal (smuggling),"Plain, Valley","Clewiston, Florida",United States of America,North America,26.7542312,-80.9336753,Unknown,2,2,0,Human factor
1978-02-11,Accident,Boeing 737-200,Pacific Western Airlines - PWA,1970,Multi Jet Engines,P&W JT8D-9A,Landing (descent or approach),Scheduled Revenue Flight,Airport (less than 10 km from airport),"Cranbrook, British Columbia",Canada,North America,49.5107477,-115.7672772,Destroyed,49,42,0,Human factor
1978-02-12,Unknown,Mitsubishi MU-2 Marquise,New World Aviation Corporation,1972,Unknown,Unknown,Takeoff (climb),Private,Mountains,"Neiva, Huila",Colombia,South America,2.9257038,-75.2893937,Unknown,5,5,0,Unknown
1978-02-13,Unknown,Rockwell Grand Commander 680,Private American,1964,Unknown,Unknown,Landing (descent or approach),Private,Airport (less than 10 km from airport),"Morrisville, North Carolina",United States of America,North America,35.824341,-78.8300321,Unknown,6,4,0,Human factor
1978-02-13,Unknown,Cessna 402,Aero Center,1975,Unknown,Unknown,Landing (descent or approach),Charter/Taxi (Non Scheduled Revenue Flight),Airport (less than 10 km from airport),"Gävle, Gästrikland",Sweden,Europe,59.6749712,14.5208584,Unknown,5,4,0,Human factor
1978-02-15,Unknown,Beechcraft 90 King Air,Private Mexican,1966,Unknown,Unknown,Flight,Private,"Plain, Valley","Santa María Amajac, Hidalgo",Mexico,Central America,20.323056,-98.741944,Unknown,4,4,0,Unknown
1978-02-15,Accident,Boeing 707,SABENA - Société Anonyme Belge d'Exploitation de la Navigation Aérienne,1960,Multi Jet Engines,Pratt & Whitney JT4A,Landing (descent or approach),Charter/Taxi (Non Scheduled Revenue Flight),Airport (less than 10 km from airport),"Tenerife-Norte-Los Rodeos, Canary Islands",Spain,Europe,28.48749815,-16.345998218568685,Destroyed,198,0,0,Technical failure
1978-02-16,Unknown,Beechcraft 99 Airliner,Air Alpes,1969,Unknown,Unknown,Unknown,Scheduled Revenue Flight,Airport (less than 10 km from airport),"Clermont-Ferrand-Auvergne (Aulnat), Puy-de-Dôme",France,Europe,45.78122545,3.1641316301933693,Unknown,0,0,0,Unknown
1978-02-16,Unknown,Cessna 340,Northcutt Chevrolet Company,1973,Unknown,Unknown,Landing (descent or approach),Executive/Corporate/Business,Airport (less than 10 km from airport),"Amarillo-Rick Husband, Texas",United States of America,North America,35.2208033,-101.70973305357995,Unknown,6,1,0,Human factor
1978-02-17,Accident,Douglas DC-6,Skyways International,1952,Multi Piston Engines,Pratt & Whitney R-2800,Flight,Cargo,"Lake, Sea, Ocean, River","Brus Laguna, Gracias a Dios",Honduras,Central America,15.771172,-84.5394884,Destroyed,3,0,0,Technical failure
1978-02-17,Unknown,Beechcraft E18,Flight Express Cargo,1955,Unknown,Unknown,Takeoff (climb),Cargo,Airport (less than 10 km from airport),"Harrisburg, Pennsylvania",United States of America,North America,40.2663107,-76.8861122,Unknown,1,0,0,Human factor
1978-02-18,Unknown,Piper PA-31-310 Navajo,Harding College,1970,Unknown,Unknown,Landing (descent or approach),Training,Airport (less than 10 km from airport),"Searcy, Arkansas",United States of America,North America,35.9018987,-92.7098744,Unknown,4,2,0,Human factor
1978-02-18,Unknown,Tupolev TU-154,Aeroflot - Russian International Airlines,1974,Multi Jet Engines,Unknown,Parking,Scheduled Revenue Flight,Airport (less than 10 km from airport),"Novosibirsk-Tolmachevo, Novosibirsk oblast",Russia,Asia,55.028972949999996,82.59975849523934,Destroyed,0,0,0,Technical failure
1978-02-19,Unknown,Lockheed C-130 Hercules,Peruvian Air Force - Fuerza Aérea del Perú,1970,Unknown,Unknown,Takeoff (climb),Cargo,Airport (less than 10 km from airport),"Tarapoto-Comandante Guillermo del Castillo Paredes, San Martín",Peru,South America,-6.8699697,-75.0458515,Unknown,4,4,0,Technical failure
1978-02-19,Unknown,Rockwell Aero Commander 560,Charles E. Daniels,1956,Unknown,Unknown,Flight,Private,Mountains,"Glenrock, Wyoming",United States of America,North America,42.8614825,-105.8720412,Unknown,7,6,0,Human factor
1978-02-21,Accident,Douglas C-47 Skytrain (DC-3),SATENA - Servicio de Aeronavegacion a Territorios Nacionales,1959,Multi Piston Engines,Unknown,Flight,Military,Mountains,"Mt San Vicente (Serranía de Los Cobardes), Santander",Colombia,South America,4.099917,-72.9088133,Destroyed,5,5,0,Unknown
1978-02-22,Accident,Learjet 35,Maniglia Costruzioni,1977,Multi Jet Engines,Garrett TFE731-2-2B,Landing (descent or approach),Executive/Corporate/Business,"Lake, Sea, Ocean, River","Palermo-Punta Raisi, Sicily",Italy,Europe,38.176516899999996,13.091643010222594,Destroyed,3,3,0,Unknown
1978-02-23,Accident,Lockheed P-3 Orion,United States Navy - USN,1964,Multi Turboprop Engines,Unknown,Landing (descent or approach),Survey / Patrol / Reconnaissance,Airport (less than 10 km from airport),"Jacksonville-Towers Field NAS, Florida",United States of America,North America,39.7837304,-100.445882,Destroyed,5,0,0,Technical failure
1978-02-24,Accident,Douglas DC-6,West Indies Air Transport,1953,Multi Piston Engines,Unknown,Landing (descent or approach),Cargo,Airport (less than 10 km from airport),"San Juan-Luis Muñoz Marín (Isla Verde), All Puerto Rico",Puerto Rico,Central America,18.2247706,-66.4858295,Destroyed,3,0,0,Human factor
1978-02-25,Accident,Fairchild-Hiller FH-227,Air Service Company,1966,Multi Turboprop Engines,Unknown,Landing (descent or approach),Scheduled Revenue Flight,Airport (less than 10 km from airport),"Abadan, Khuzestan",Iran,Asia,30.3636097,48.2591475,Destroyed,0,0,0,Human factor
1978-02-27,Unknown,Dornier DO.28A/B,Private Canadian,1959,Unknown,Unknown,Takeoff (climb),Private,Airport (less than 10 km from airport),"Edson, Alberta",Canada,North America,53.5858662,-116.442847,Unknown,4,4,0,Unknown
